filial;codigo_filial;produto;data_venda;cor_produto;total_custo;total_venda;total_desconto;total_qtde_venda;ve1;ve2;ve3;ve4;ve5;ve6;ve7;ve8;ve9;ve10;ve11;ve12;ve13;ve14;ve15;ve16;ve17;ve18;ve19;ve20;ve21;ve22;ve23;ve24;ve25;ve26;ve27;ve28;ve29;ve30;ve31;ve32;ve33;ve34;ve35;ve36;ve37;ve38;ve39;ve40;ve41;ve42;ve43;ve44;ve45;ve46;ve47;ve48;clifor;filial_propria;matriz;regiao;tabela_operacoes;tabela_medidas;tipo_produto;desc_produto;grupo_produto;subgrupo_produto;colecao;grade;linha;griffe;cartela;unidade;revenda;refer_fabricante;modelagem;fabricante;estilista;modelista;periodo_pcp;cor_fabricante;desc_cor_produto;tinturaria_lavagem;margem;preco_medio;porcentagem_valor;porcentagem_qtde;cor;material;cor_material;etiqueta;tipo_lavagem_tinturaria;qtde_troca;valor_troca;desconto_troca;custo_troca;qtde_liquida;valor_liquido;empresa;custo_rep_unitario;custo_rep_total;desc_produto_segmento;desc_produto_solucao;desc_sexo_tipo
OSCAR FREIRE - FSZ;000062;07.97.101;15/05/2026;26;251,89;749;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;CASHMERE;CASHMERE BABY 03/20*;PASHMINA;100% CASHMERE;90;75X200;INDIA;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;CHOCOLATE;FALSO;66,37;749;0,34;0,13;26;;;;;0;0;0;0;1;749;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;07.97.101;15/05/2026;70;251,89;749;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;CASHMERE;CASHMERE BABY 03/20*;PASHMINA;100% CASHMERE;90;75X200;INDIA;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;AZUL ROYAL;FALSO;66,37;749;0,34;0,13;70;;;;;0;0;0;0;1;749;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;07.A1.00A5;15/05/2026;107;19;342,72;60,48;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;GEOMETRICO;PASHMINA EM ACRÍLICO 06/23;PASHMINA;100% ACRILICO;P2;70 X 200;PASHMINA;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;PRETO/OFF WHITE;FALSO;94,46;342,72;0,16;0,13;107;;;;;0;0;0;0;1;342,72;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;07.A1.00B3;17/05/2026;104;66,58;425,6;22,4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;LISO;PASHMINA LISA TOQUE DE LA 06/24;PASHMINA;100% ACRILICO;48;70X180;PASHMINA;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;VERDE BANDEIRA;FALSO;84,36;425,6;0,19;0,13;104;;;;;0;0;0;0;1;425,6;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;07.A1.00B5;16/05/2026;06;41,85;448;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;ACRILICO;PASHMINA LISA EM ACRILICO 04/25;PASHMINA;100% ACRILICO;U9;65X180;PASHMINA;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;PRETO;FALSO;90,66;448;0,2;0,13;06;;;;;0;0;0;0;1;448;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;07.A5.01;16/05/2026;S2;158,94;1115,51566;382,48434;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;FUN;ZARI DUPLA FACE 08/21;PASHMINA;CASHMERE/SEDA;90;75X200;INDIA;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;VERDE PISTACHE;FALSO;85,75;1115,52;0,51;0,13;S2;;;;;0;0;0;0;1;1115,52;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.46.0120;15/05/2026;04;10,47;99;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;FOLHAGEM;ALEGORIA 02/23;LENÇO;CETIM DE POLIESTER;P1;50X50;APROVEITAMENTO LENÇO;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;VERDE;FALSO;89,42;99;0,05;0,13;04;;;;;0;0;0;0;1;99;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.46.0123;15/05/2026;107;10,47;99;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;FLORAL;EMPODERE-SE 03/23;LENÇO;CETIM DE POLIESTER;O5;50X50;APROVEITAMENTO LENÇO;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;PRETO/OFF WHITE;FALSO;0;99;0;0;107;;;;;1;99;0;10,47;0;0;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.46.0123;16/05/2026;107;10,47;99;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;FLORAL;EMPODERE-SE 03/23;LENÇO;CETIM DE POLIESTER;O5;50X50;APROVEITAMENTO LENÇO;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;PRETO/OFF WHITE;FALSO;89,42;99;0,05;0,13;107;;;;;0;0;0;0;1;99;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.46.0130;16/05/2026;13;10,47;99;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;FLORAL;MARBLE FLOWERS 04/23;LENÇO;CETIM DE POLIESTER;P5;50X50;APROVEITAMENTO LENÇO;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;OFF WHITE;FALSO;0;99;0;0;13;;;;;1;99;0;10,47;0;0;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.46.0130;16/05/2026;35;10,47;99;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;FLORAL;MARBLE FLOWERS 04/23;LENÇO;CETIM DE POLIESTER;P5;50X50;APROVEITAMENTO LENÇO;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;BORDEAUX;FALSO;89,42;99;0,05;0,13;35;;;;;0;0;0;0;1;99;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.46.0132;15/05/2026;03;10,47;99;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;GEOMETRICO;MODERN DUBAI 04/23;LENÇO;CETIM DE POLIESTER;P5;50X50;APROVEITAMENTO LENÇO;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;AZUL;FALSO;89,42;99;0,05;0,13;03;;;;;0;0;0;0;1;99;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.46.0151;15/05/2026;42;10,47;99;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;FLORAL;RAMOS DE PURPURA 06/23;LENÇO;CETIM DE POLIESTER;O9;50X50;APROVEITAMENTO LENÇO;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;NUDE;FALSO;89,42;99;0,05;0,13;42;;;;;0;0;0;0;1;99;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.46.0244;16/05/2026;90;10,47;99;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;FLORAL;PODERIO 03/24;LENÇO;CETIM DE POLIESTER;R6;50X50;DESCONTINUADO;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;MAGENTA;FALSO;89,42;99;0,05;0,13;90;;;;;0;0;0;0;1;99;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.46.0273;15/05/2026;03;10,47;99;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;GEOMETRICO;GEOMETRICO CONCEITUAL 07/24;LENÇO;CETIM DE POLIESTER;R7;50X50;APROVEITAMENTO LENÇO;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;AZUL;FALSO;89,42;99;0,05;0,13;03;;;;;0;0;0;0;1;99;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.46.0305;16/05/2026;18;20,94;247;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;BICHO;MANDALA DO CERRADO 11/24;LENÇO;CETIM DE POLIESTER;T4;50X50;APROVEITAMENTO LENÇO;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;ROXO;FALSO;91,52;123,5;0,11;0,26;18;;;;;0;0;0;0;2;247;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.46.0432;15/05/2026;09;73,59;313,58022;84,41978;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;FIGURATIVO;ARVORE DA VIDA C 04/26;LENÇO;CETIM DE POLIESTER;X10;90X90;LENÇOS;SCARFME;;PC;FALSO;RG25175;;CHINA;;;PADRAO;;MARROM;FALSO;76,53;313,58;0,14;0,13;09;;;;;0;0;0;0;1;313,58;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.46.119;16/05/2026;06;10,47;99;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;FLORAL;DANIELA 12/19;LENÇO;CETIM DE POLIESTER;C9;50X50;APROVEITAMENTO LENÇO;SCARFME;;PC;VERDADEIRO;68188_VAR600;;SALETE CAJAMAR;;;PADRAO;;PRETO;FALSO;0;99;0;0;06;;;;;1;99;0;10,47;0;0;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.46.197;16/05/2026;01;10,47;99;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;BICHO;YASMIN FLORAL 08/20;LENÇO;CETIM DE POLIESTER;G7;50X50;APROVEITAMENTO LENÇO;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;BRANCO;FALSO;89,42;99;0,05;0,13;01;;;;;0;0;0;0;1;99;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.46.229;15/05/2026;03;10,47;99;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;MANDALA;BANDANA;LENÇO;CETIM DE POLIESTER;H7;50X50;APROVEITAMENTO LENÇO;SCARFME;;PC;FALSO;973374V601;;SALETE CAJAMAR;;;PADRAO;;AZUL;FALSO;89,42;99;0,05;0,13;03;;;;;0;0;0;0;1;99;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.46.234;17/05/2026;97;10,47;99,00016;48,99984;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;MANDALA;MANDALA CASHMERE 11/20;LENÇO;CETIM DE POLIESTER;H7;50X50;APROVEITAMENTO LENÇO;SCARFME;;PC;FALSO;973376V600;;SALETE CAJAMAR;;;PADRAO;;FERRUGEM;FALSO;89,42;99;0,05;0,13;97;;;;;0;0;0;0;1;99;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.46.263;16/05/2026;10;20,94;217,4;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;FOLHAGEM;NEIVA 12/20;LENÇO;CETIM DE POLIESTER;H6;50X50;APROVEITAMENTO LENÇO;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;MULTICOLOR;FALSO;90,37;108,7;0,1;0,26;10;;;;;0;0;0;0;2;217,4;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.46.298;17/05/2026;10;10,47;99,00016;48,99984;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;FLORAL;FLORA LIGHT 03/21;LENÇO;CETIM DE POLIESTER;I5;50X50;APROVEITAMENTO LENÇO;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;MULTICOLOR;FALSO;89,42;99;0,05;0,13;10;;;;;0;0;0;0;1;99;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.47.0165;15/05/2026;03;66,88;717,41796;230,58204;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;PAISAGEM;PORTO I 1953 C 01/26;LENÇO;MOUSSELINE DE SEDA;U7;130X130;LENÇOS;SCARFME;;PC;FALSO;RG25058;;SALETE CAJAMAR;;;PADRAO;;AZUL;FALSO;90,68;717,42;0,33;0,13;03;;;;;0;0;0;0;1;717,42;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.71.0393;16/05/2026;03;61,32;698;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;FLORAL;GRAND MOSQUE C 08/24;LENÇO;CETIM DE SEDA;E9;65X65;LENÇOS;SCARFME;;PC;FALSO;HE23035-65;;CHINA;;;PADRAO;;AZUL;FALSO;91,21;698;0,32;0,13;03;;;;;0;0;0;0;1;698;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.71.0455;16/05/2026;05;119,34;763,3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;GEOMETRICO;GEOMETRICO CONCEITUAL C11/24;LENÇO;CETIM DE SEDA;R7;90X90;LENÇOS;SCARFME;;PC;FALSO;CJ24053;;CHINA;;;PADRAO;;VERMELHO;FALSO;84,37;763,3;0,35;0,13;05;;;;;0;0;0;0;1;763,3;4;0;0;;;
OSCAR FREIRE - FSZ;000062;13.71.0592;16/05/2026;03;119,34;763,3;134,7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;GRAVURA;ABAPORU C 09/25;LENÇO;CETIM DE SEDA;U7;90X90;LENÇOS;SCARFME;;PC;FALSO;CJ24243;;CHINA;;;PADRAO;;AZUL;FALSO;84,37;763,3;0,35;0,13;03;;;;;0;0;0;0;1;763,3;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.71.0624;16/05/2026;04;154,34;1103,3;194,7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;BICHO;FAUNA C 12/25;LENÇO;CETIM DE SEDA;E9;110X110;LENÇOS;SCARFME;;PC;FALSO;CJ25148;;CHINA;;;PADRAO;;VERDE;FALSO;86,01;1103,3;0,5;0,13;04;;;;;0;0;0;0;1;1103,3;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.71.0634;15/05/2026;03;121,28;707,52522;190,47478;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;ABSTRATO;ALGODAO DOCE C 11/25;LENÇO;CETIM DE SEDA;X7;90X90;LENÇOS;SCARFME;;PC;FALSO;TH25131;;CHINA;;;PADRAO;;AZUL;FALSO;82,86;707,53;0,32;0,13;03;;;;;0;0;0;0;1;707,53;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.71.0654;15/05/2026;04;119,34;707,52522;190,47478;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;ARABESCO;ORIENTAL ASTRID C 01/26;LENÇO;CETIM DE SEDA;X15;90X90;LENÇOS;SCARFME;;PC;FALSO;TH25173-V1;;CHINA;;;PADRAO;;VERDE;FALSO;83,13;707,53;0,32;0,13;04;;;;;0;0;0;0;1;707,53;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.71.0654;16/05/2026;04;119,34;763,3;134,7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;ARABESCO;ORIENTAL ASTRID C 01/26;LENÇO;CETIM DE SEDA;X15;90X90;LENÇOS;SCARFME;;PC;FALSO;TH25173-V1;;CHINA;;;PADRAO;;VERDE;FALSO;84,37;763,3;0,35;0,13;04;;;;;0;0;0;0;1;763,3;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.71.0656;16/05/2026;H2;119,34;791,66782;106,33218;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;ARABESCO;SOLARIO C 05/26;LENÇO;CETIM DE SEDA;X11;90X90;LENÇOS;SCARFME;;PC;FALSO;AM25215-V1/V2;;CHINA;;;PADRAO;;MARSALA;FALSO;84,93;791,67;0,36;0,13;H2;;;;;0;0;0;0;1;791,67;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.71.0663;16/05/2026;04;119,34;668,71366;229,28634;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;FIGURATIVO;A ONCA C 04/26;LENÇO;CETIM DE SEDA;X10;90X90;LENÇOS;SCARFME;;PC;FALSO;RG25177;;CHINA;;;PADRAO;;VERDE;FALSO;82,15;668,71;0,31;0,13;04;;;;;0;0;0;0;1;668,71;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.71.0679;16/05/2026;13;146,72;879,82682;118,17318;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;FLORAL;SOLARIO C 01/26;LENÇO;LÃ;X6;110X110;LENÇOS;SCARFME;;PC;FALSO;AM25215-V2;;CHINA;;;PADRAO;;OFF WHITE;FALSO;83,32;879,83;0,4;0,13;13;;;;;0;0;0;0;1;879,83;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.71.0693;16/05/2026;03;119,34;791,66782;106,33218;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;FIGURATIVO;NY + FLORES C 04/26;LENÇO;CETIM DE SEDA;X10;90X90;LENÇOS;SCARFME;;PC;FALSO;CJ25294 DOBLEFACE;;CHINA;;;PADRAO;;AZUL;FALSO;84,93;791,67;0,36;0,13;03;;;;;0;0;0;0;1;791,67;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.71.0698;15/05/2026;03;111,28;679,57946;218,42054;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;GRAVURA;DISTANCIA C 05/26;LENÇO;CETIM DE SEDA;U7;90X90;LENÇOS;SCARFME;;PC;FALSO;TH26007;;CHINA;;;PADRAO;;AZUL;FALSO;83,63;679,58;0,31;0,13;03;;;;;0;0;0;0;1;679,58;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.71.0700;15/05/2026;03;184,56;1193,3742;362,6258;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;BICHO;BRASILIDADE C 04/26;ECHARPE;MOUSSELINE DE SEDA;Y1;60X210;LENÇOS;SCARFME;;PC;FALSO;;;CHINA;;;PADRAO;;AZUL;FALSO;84,53;596,69;0,55;0,26;03;;;;;0;0;0;0;2;1193,37;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.82.0209;16/05/2026;03;150,94;966,58166;331,41834;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;FIGURATIVO;ESPANTALHO C 04/26;LENÇO;CETIM DE SEDA;X10;110X110;LENÇOS;SCARFME;;PC;FALSO;AM25206;;CHINA;;;PADRAO;;AZUL;FALSO;84,38;966,58;0,44;0,13;03;;;;;0;0;0;0;1;966,58;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.B2.00B3;16/05/2026;03;146,72;743,18066;254,81934;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;FIGURATIVO;NY C 04/26;LENÇO;LÃ;X10;110X110;LENÇOS;SCARFME;;PC;FALSO;AM25210-110;;CHINA;;;PADRAO;;AZUL;FALSO;80,26;743,18;0,34;0,13;03;;;;;0;0;0;0;1;743,18;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;13.B2.00B4;16/05/2026;47;146,72;879,82682;118,17318;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;FLORAL;DRACENA C 04/26;LENÇO;LÃ;X7;110X110;LENÇOS;SCARFME;;PC;FALSO;X;;CHINA;;;PADRAO;;PINK;FALSO;83,32;879,83;0,4;0,13;47;;;;;0;0;0;0;1;879,83;4;0;0;;;
