EMISSAO;FILIAL;FILIAL_DESTINO;ROMANEIO_PRODUTO;PRODUTO;DESC_PRODUTO;COR_PRODUTO;DESC_COR_PRODUTO;QTDE_TOTAL;TIPO_ROMANEIO;GRUPO_PRODUTO;SUBGRUPO_PRODUTO;LINHA;COLECAO
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.33.0039  ;PURPURA ESPIRAL 09/23                   ;18        ;ROXO                     ;3;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;PULSEIRA                 ;ACESSÓRIOS               ;O9    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.33.0039  ;PURPURA ESPIRAL 09/23                   ;47        ;PINK                     ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;PULSEIRA                 ;ACESSÓRIOS               ;O9    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.45.0270  ;KIT MUSA TROPICAL ORGANIZADOR 04 12/23  ;11        ;LARANJA                  ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;NECESSAIRE               ;DESCONTINUADO            ;Q9    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.45.0278  ;KIT ENCANTO P. CELULAR 03/25            ;86        ;AZUL/VERDE               ;4;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;PARA CELULAR             ;ACESSÓRIOS               ;U5    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.45.0280  ;PORTA PASSAPORTE NEIVA 06/25            ;110       ;AZUL/LARANJA             ;6;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ACESSÓRIO                ;ACESSÓRIOS               ;U10   
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.45.0281  ;PORTA PASSAPORTE DA ALEGRIA 06/25       ;22        ;CREME                    ;6;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS;ACESSÓRIO;ACESSÓRIOS;U10   
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.74.0079  ;ARGOLA MARMORIZADO 08/24                ;A8        ;MESCLA                   ;2;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ARGOLA                   ;ACESSÓRIOS               ;S8    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.74.0079  ;ARGOLA MARMORIZADO 08/24                ;X7        ;CHOCOLATE/MENTA          ;4;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ARGOLA                   ;ACESSÓRIOS               ;S8    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.74.0079  ;ARGOLA MARMORIZADO 08/24                ;X8        ;LARANJA/MARROM           ;5;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ARGOLA                   ;ACESSÓRIOS               ;S8    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.74.0080  ;ARGOLA CRISTAL 08/24                    ;X9        ;UVA VERDE                ;7;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ARGOLA                   ;ACESSÓRIOS               ;S8    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.74.0081  ;ARGOLA CRISTAL MARMORIZADO 08/24        ;06        ;PRETO                    ;4;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ARGOLA                   ;ACESSÓRIOS               ;S8    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.74.0081  ;ARGOLA CRISTAL MARMORIZADO 08/24        ;X8        ;LARANJA/MARROM           ;2;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ARGOLA                   ;ACESSÓRIOS               ;S8    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.74.80    ;ARGOLA AMARRAÇÃO 09/19*                 ;01        ;BRANCO                   ;4;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ARGOLA                   ;ACESSÓRIOS               ;89    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.74.80    ;ARGOLA AMARRAÇÃO 09/19*                 ;06        ;PRETO                    ;6;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ARGOLA                   ;ACESSÓRIOS               ;89    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.74.80    ;ARGOLA AMARRAÇÃO 09/19*                 ;40        ;MARINHO                  ;5;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ARGOLA                   ;ACESSÓRIOS               ;89    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.74.80    ;ARGOLA AMARRAÇÃO 09/19*                 ;A4        ;ONIX                     ;7;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ARGOLA                   ;ACESSÓRIOS               ;89    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.74.80    ;ARGOLA AMARRAÇÃO 09/19*                 ;B7        ;ROSE                     ;3;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ARGOLA                   ;ACESSÓRIOS               ;89    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.74.80    ;ARGOLA AMARRAÇÃO 09/19*                 ;L8        ;CAQUI                    ;6;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ARGOLA                   ;ACESSÓRIOS               ;89    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.74.84    ;ARGOLA AMARRAÇÃO 4 - 19                 ;09        ;MARROM                   ;3;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ARGOLA                   ;ACESSÓRIOS               ;89    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.C4.0052  ;PULSEIRA RAMOS DE PURPURA 07/23         ;U9        ;PINK/ROXO                ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;CETIM DE POLIESTER       ;ACESSÓRIOS               ;O9    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.C4.0055  ;PONTO A PONTO PULSEIRA 08/23            ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;CETIM DE POLIESTER       ;DESCONTINUADO            ;Q2    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.C4.48    ;SACOLA DUPLA FACE 09/22                 ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;BOLSA                    ;FASHION                  ;M6    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.L1.0008  ;CHAPEU EMPODERE-SE 12/23                ;107       ;PRETO/OFF WHITE          ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;CHAPEU                   ;ACESSÓRIOS               ;P7    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.L1.03    ;SECRET GARDEN 20                        ;28        ;AREIA                    ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;CHAPEU                   ;ACESSÓRIOS               ;P7    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.L2.0007  ;C. EMPODERE-SE CANTIGA 07/24            ;107       ;PRETO/OFF WHITE          ;3;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ALGODÃO/POLIESTER        ;ACESSÓRIOS               ;A3    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.L2.0008  ;C. FLORA LIGHT CANTIGA 07/24            ;35        ;BORDEAUX                 ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ALGODÃO/POLIESTER        ;ACESSÓRIOS               ;A3    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.L2.0009  ;C. GRAND MOSQUE CANTIGA 07/24           ;37        ;DOURADO                  ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ALGODÃO/POLIESTER        ;ACESSÓRIOS               ;A3    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.L2.0010  ;C. MARBLE FLOWERS CANTIGA 07/24         ;04        ;VERDE                    ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ALGODÃO/POLIESTER        ;ACESSÓRIOS               ;A3    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.L2.0012  ;AMAZONIA PP ORGANIZADOR 07/24           ;03        ;AZUL                     ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ALGODÃO/POLIESTER        ;ACESSÓRIOS               ;O8    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.L2.0013  ;AMAZONIA P ORGANIZADOR 07/2024          ;03        ;AZUL                     ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ALGODÃO/POLIESTER        ;ACESSÓRIOS               ;O8    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.L2.0014  ;AMAZONIA M ORGANIZADOR 07/24            ;03        ;AZUL                     ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ALGODÃO/POLIESTER        ;ACESSÓRIOS               ;O8    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.L2.0015  ;AMAZONIA G ORGANIZADOR 07/24            ;03        ;AZUL                     ;2;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ALGODÃO/POLIESTER        ;ACESSÓRIOS               ;O8    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.L5.00L6  ;MALA MODERN DUBAI MATELASSE 12/24       ;03        ;AZUL                     ;6;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;MALAS                    ;ACESSÓRIOS               ;P5    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.L5.00L7  ;MALA ALCA MODERN DUBAI MATELASSE 12/24  ;03        ;AZUL                     ;4;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;MALAS                    ;ACESSÓRIOS               ;P5    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.L5.00L7  ;MALA ALCA MODERN DUBAI MATELASSE 12/24  ;06        ;PRETO                    ;3;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;MALAS                    ;ACESSÓRIOS               ;P5    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.L5.00L8  ;MALA ALCA ABSTRATO MATELASSE 12/24      ;03        ;AZUL                     ;5;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;MALAS                    ;ACESSÓRIOS               ;P5    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.L5.00L9  ;MALA ALCA NEIVA MATELASSE 12/24         ;03        ;AZUL                     ;8;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;MALAS                    ;ACESSÓRIOS               ;T9    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.L5.00M0  ;MALA DE ACADEMIA FLOR DE PODER 03/25    ;06        ;PRETO                    ;6;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;MALAS                    ;ACESSÓRIOS               ;U4    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.L5.00M1  ;MALA DE ACADEMIA TRACOS DE CORAGEM 03/25;08        ;ROSA                     ;7;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS;MALAS;ACESSÓRIOS;U4    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;28.W9.00X1  ;KIT FERVO P.CELULAR  03/25              ;05        ;VERMELHO                 ;4;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;PARA CELULAR             ;ACESSÓRIOS               ;U5    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.0012  ;PONCHO HIMALAIA 08/23                   ;03        ;AZUL                     ;3;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;Q3    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.0012  ;PONCHO HIMALAIA 08/23                   ;05        ;VERMELHO                 ;1;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;Q3    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.0012  ;PONCHO HIMALAIA 08/23                   ;06        ;PRETO                    ;1;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;Q3    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.0012  ;PONCHO HIMALAIA 08/23                   ;28        ;AREIA                    ;2;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;Q3    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.13    ;PONCHO CASHMERE GOLA 19                 ;03        ;AZUL                     ;3;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.13    ;PONCHO CASHMERE GOLA 19                 ;04        ;VERDE                    ;5;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.13    ;PONCHO CASHMERE GOLA 19                 ;05        ;VERMELHO                 ;2;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.13    ;PONCHO CASHMERE GOLA 19                 ;06        ;PRETO                    ;1;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.13    ;PONCHO CASHMERE GOLA 19                 ;07        ;CINZA                    ;3;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.13    ;PONCHO CASHMERE GOLA 19                 ;08        ;ROSA                     ;4;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.13    ;PONCHO CASHMERE GOLA 19                 ;30        ;JEANS                    ;1;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.13    ;PONCHO CASHMERE GOLA 19                 ;A7        ;GRAFITE                  ;8;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.13    ;PONCHO CASHMERE GOLA 19                 ;J1        ;MADEIRA                  ;2;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.13    ;PONCHO CASHMERE GOLA 19                 ;L9        ;TAUPE                    ;3;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.13    ;PONCHO CASHMERE GOLA 19                 ;R3        ;CREME MESCLA             ;2;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.14    ;PONCHO ESPINHA DE PEIXE 04/23           ;07        ;CINZA                    ;3;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.14    ;PONCHO ESPINHA DE PEIXE 04/23           ;09        ;MARROM                   ;1;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.14    ;PONCHO ESPINHA DE PEIXE 04/23           ;20        ;BEGE                     ;8;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.14    ;PONCHO ESPINHA DE PEIXE 04/23           ;28        ;AREIA                    ;5;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.14    ;PONCHO ESPINHA DE PEIXE 04/23           ;30        ;JEANS                    ;3;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.14    ;PONCHO ESPINHA DE PEIXE 04/23           ;L9        ;TAUPE                    ;2;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.14    ;PONCHO ESPINHA DE PEIXE 04/23           ;Q2        ;VERDE BEBE               ;2;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.15    ;PONCHO KALI 04/23                       ;09        ;MARROM                   ;2;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.15    ;PONCHO KALI 04/23                       ;42        ;NUDE                     ;1;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.15    ;PONCHO KALI 04/23                       ;A8        ;MESCLA                   ;1;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;41.11.15    ;PONCHO KALI 04/23                       ;L8        ;CAQUI                    ;1;TRANSFERENCIA ENTRE LOJAS;PONCHO                   ;100% CASHMERE            ;INDIA                    ;90    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;42.01.0007  ;TURBANTE LISO 10/24                     ;42        ;NUDE                     ;3;TRANSFERENCIA ENTRE LOJAS;TURBANTE                 ;POLIAMIDA                ;ACESSÓRIOS               ;T3    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;42.01.0007  ;TURBANTE LISO 10/24                     ;70        ;AZUL ROYAL               ;3;TRANSFERENCIA ENTRE LOJAS;TURBANTE                 ;POLIAMIDA                ;ACESSÓRIOS               ;T3    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;42.01.0008  ;TURBANTE REFUGIO 10/24                  ;08        ;ROSA                     ;2;TRANSFERENCIA ENTRE LOJAS;TURBANTE                 ;POLIAMIDA                ;DESCONTINUADO            ;T2    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;42.01.0009  ;TURBANTE AMANHECER FLORIDO 11/24        ;08        ;ROSA                     ;1;TRANSFERENCIA ENTRE LOJAS;TURBANTE                 ;POLIAMIDA                ;ACESSÓRIOS               ;T7    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;42.01.0010  ;TURBANTE NEIVA 11/24                    ;10        ;MULTICOLOR               ;2;TRANSFERENCIA ENTRE LOJAS;TURBANTE                 ;POLIAMIDA                ;ACESSÓRIOS               ;T7    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;42.01.0011  ;TURBANTE MARBLE FLOWERS 11/24           ;89        ;OFF WHITE/AZUL           ;1;TRANSFERENCIA ENTRE LOJAS;TURBANTE                 ;POLIAMIDA                ;ACESSÓRIOS               ;T7    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;42.01.0012  ;TURBANTE PILAR 11/24                    ;05        ;VERMELHO                 ;4;TRANSFERENCIA ENTRE LOJAS;TURBANTE                 ;POLIAMIDA                ;ACESSÓRIOS               ;T7    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.05.10    ;KENZO I17                               ;01        ;BRANCO                   ;2;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;41    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.05.18    ;XADREZ ZOE 21                           ;06        ;PRETO                    ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;POLIESTER                ;PASHMINA                 ;J8    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0020  ;DEGRADE C12/22                          ;04        ;VERDE                    ;4;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;24    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0020  ;DEGRADE C12/22                          ;05        ;VERMELHO                 ;3;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;24    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0020  ;DEGRADE C12/22                          ;06        ;PRETO                    ;3;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;24    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0020  ;DEGRADE C12/22                          ;08        ;ROSA                     ;2;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;24    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0020  ;DEGRADE C12/22                          ;22        ;CREME                    ;2;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;24    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0020  ;DEGRADE C12/22                          ;23        ;LILÁS                    ;3;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;24    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0020  ;DEGRADE C12/22                          ;37        ;DOURADO                  ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;24    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0020  ;DEGRADE C12/22                          ;40        ;MARINHO                  ;2;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;24    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0020  ;DEGRADE C12/22                          ;44        ;ROSA CLARO               ;2;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;24    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0020  ;DEGRADE C12/22                          ;47        ;PINK                     ;2;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;24    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0020  ;DEGRADE C12/22                          ;72        ;TURQUESA                 ;2;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;24    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0020  ;DEGRADE C12/22                          ;Y2        ;VERDE OLIVA              ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;24    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0025  ;ISAACH C12/22                           ;20        ;BEGE                     ;3;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;24    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0031  ;EMPODERE-SE 03/23                       ;107       ;PRETO/OFF WHITE          ;2;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;O5    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0038  ;MATA ATLÂNTICA 05/23                    ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;O8    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0039  ;PANTANAL 05/23                          ;10        ;MULTICOLOR               ;3;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;O8    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0040  ;RAMOS DE PURPURA 07/23                  ;47        ;PINK                     ;2;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;O9    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0046  ;MUSACEAS 11/23                          ;10        ;MULTICOLOR               ;2;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;DESCONTINUADO            ;Q9    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0048  ;MUSA VELUTINA 11/23                     ;10        ;MULTICOLOR               ;3;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;DESCONTINUADO            ;Q9    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0052  ;DEGRADE SILVER C12/23                   ;38        ;PRATA                    ;5;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;24    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0053  ;CHIARA C12/23                           ;47        ;PINK                     ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;E9    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0056  ;LOBO GUARA C12/23                       ;10        ;MULTICOLOR               ;2;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;O8    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0058  ;BRASIL ANIMAL PRINT C12/23              ;C6        ;AZUL/AMARELO             ;7;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;P8    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0059  ;FLOR FLAMINGO C12/23                    ;90        ;MAGENTA                  ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;S5    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0059  ;FLOR FLAMINGO C12/23                    ;M3        ;LAVANDA                  ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;S5    
2025-07-14;SCARF ME MATRIZ - FFF    ;;014836  ;45.10.0060  ;AMAZONIA INDIGENA C12/23                ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;O8    
